,product,purchased_with
1587,Rainbow Driver Craft Flower,Planet of the Grapes (Grape Diamonds x Chem D-95)
1588,Rainbow Flame (Zoz X Zkittlez X Green Fire Keeper) Pre-Roll,Cali Kush (Purps X LA Confidential) Pre-Roll
1589,Rainbow Flame (Zoz X Zktlz X Green Fire Keeper) Pre-Roll,Sage N' Sour (Sour Diesel x S.A.G.E) Pre-Rolls
1590,Rainbow Flame Pre-Roll,Sour OG Cheese (Jew's Gold x Citral SKunk x Colin OG) Pre-Roll
1591,Rainbow Lava,OCB - Virgin Unbleached Cones
1592,Rainbow Lava (Jungle Lava x Rainbow Kush),Terple LSO (Tropicana Cookies x Slurricane)
1593,Rainbow Oz (All the Shreds),Dough Lato (Dolato x Moonbow)
1594,Rainbow Oz (Tropic Thunder | Gnarberry | Funk Master | Dessert Storm),Animal Rntz (Animal Cookies x RNTZ)
1595,Rainbow P,Death Bubba Diamond Infused Pre-Roll
1596,Rainbow Roll (Powdered Donuts),Moonflower T-24
1597,Rainbow Shades,Chest
1598,Rainbow Shades (Chroma x Shady Apples),Animal Rntz (Animal Cookies x Runtz)
1599,Randy's - King Size Wired Rolling Papers,Distillate Infused Pre-Roll Taster Pack
1600,Randy's - Long Bristle Pipe Cleaner,Afghan Black Hash
1601,Raptors Rntz,CBN:THC Strawberry Melon 4:1
1602,Raptors Rntz (Animal Mints x RNTZ),CBN:THC Strawberry Melon 4:1
1603,Rares,Gnarberry Dartz Pre-Roll
1604,Rares (Golden Crisp),Jungl' Cake (White Fire #43 x Wedding Cake)
1605,Rares (Golden Crisp) Pre-Rolls,Billy's Pheno (Truffle Fuel) Pre-Rolls
1606,Rares Pre-Rolls,Death Bubba Diamond Infused Pre-Roll
1607,Rares: Golden Crisp (GMO x Cereal Milk),Planet of the Grapes (Grape Diamonds x Chem D-95)
1608,Raspberry Hippie Crippler Honey Oil 510 Thread Cartridge,Raspberry Hippie Crippler Honey Oil 510 Thread Cartridge
1609,Raspberry Hippie Crippler Honey Oil Dispenser,Missionary Mango NSFW Liquid Diamond Dispenser
1610,Raspberry Hippie Crippler [Honey Oil] | 1g,Apricot Kush Full Spectrum [Hash] | 2pcs
1611,Raw - Black Extra Fine Unbleached,Night Rider Indica (GMO x Animal Cookies) Pre-Roll
1612,Raw - Classic Cones,Raw - Classic Cones
1613,Raw - Classic Unbleached,Raw - Classic Unbleached
1614,Raw - Organic Hemp,Dimension CBD Softgels
1615,Raw - Tips,OCB - Virgin Unbleached Cones
1616,Raw Glass Tips,Rainbow Driver (Sundae Driver x Zkittlez)
1617,Raw Organic Hemp,Cherry Pie | 5x0.6g
1618,Raw Tips,Zig Zag Papers
1619,Raw Wooden Poker,Rainbow Driver (Sundae Driver x Zkittlez)
1620,Ray's Huckleberry Lemonade,CBN:THC Strawberry Melon 4:1
1621,Real Fruit Elderberry Gummies 2:1 THC:CBN,Pink Lemonade Gummies
1622,Real Fruit Huckleberry Soft Chews,Orange
1623,Real Fruit Huckleberry | 2pcs,CBN:THC Strawberry Melon 4:1 | 5pcs
1624,Real Fruit Pear 1:1 THC:CBG | 2pcs,Rest Drops
1625,Real Fruit Pear Gummies 1:1 THC:CBG,Blue Razzleberry 3:1 CBG/THC
1626,Real Fruit Strawberry 20:1 CBD:THC | 10pcs,Blue Raspberry
1627,Real Fruit Strawberry Gummies 20:1 CBD:THC,Real Fruit Strawberry Gummies 20:1 CBD:THC
1628,Recline 1.0 - Blueberry Pie (Pink Kush) [Cured Resin] | 1g,Cuban Linx Kodo Pro
1629,Recline 1.0 Blueberry Pie Flavoured Cured Resin 510 Thread,Strawberry Chill Prefilled 510 Thread Cartridge
1630,Red Bullz,Super Sativa (Banjo)
1631,Red Bullz (Grape Gasoline x White Runtz),Rainbow Driver (Sundae Driver x Zkittlez)
1632,Red Eye Glass - 14mm Multicolour Spacecraft Pull-Out,Raw - Black Extra Fine Unbleached
1633,"Red Eye Glass - 15"" Jellyfish Beaker Tube",Outliers
1634,"Red Eye Glass - 3.5"" Fiesta Hand Pipe",Tangerine Dream Pre-Roll
1635,Red Eye Glass - Pipes,OCB - Virgin Unbleached Cones
1636,Red Hawaiian 510 Thread Cartridge,Red Hawaiian 510 Thread Cartridge
1637,Red Hawaiian [Distillate] | 1g,Pink RZY [Distillate] | 1g
1638,Redees Cold Creek Kush (MK Ultra x Chemdawg 91) Pre-Roll,Redees Cold Creek Kush (MK Ultra x Chemdawg 91) Pre-Roll
1639,Redees Cold Creek Kush Pre-Roll,Redees Cold Creek Kush (MK Ultra x Chemdawg 91) Pre-Roll
1640,Redees Hemp'd Animal Rntz (Animal Cookies x Rntz) Pre-Roll,Wes' Coast Kush (OG Kush x Unknown) Pre-Roll
1641,Redees Hemp'd Stocking Stuffer (Blueberry Donuts x Northern Lights) Pre-Roll,Galactic Burger Old School Hash
1642,Redees Hemp'd Stocking Stuffer (Blueberry Donuts) Pre-Roll,Mandarin Cookies (Cks x Mandarin Sunset) Pre-Roll
1643,Redees Terps Citrus Fuel Pre-Roll,Redees Cold Creek Kush (MK Ultra x Chemdawg 91) Pre-Roll
1644,Redees Wappa (Sensi Star x Delahaze) Pre-Roll,Jean Guy (White Widow) Pre-Roll
1645,Redees Wappa Pre-Roll,Jean Guy (White Widow) Pre-Roll
1646,Redees: Animal Rntz (Animal Cookies x Runtz) | 10x0.4g,Rooster Call (Texada Timewarp)
1647,Redees: Cold Creek Kush,Tangie Sunset (Jack Herer x Orange Crush) | 10x0.35g
1648,Redees: Cold Creek Kush | 10x0.4g,Banana OG (OG Kush x Banana) | 10x0.35g
1649,Redees: Glueberry OG (OG Kush x Gorilla Glue x Blueberry) | 10x0.4g,Bush League Sour Kush Milled Flower (Sour Kush)
1650,Redees: Glueberry OG Pre-Roll,Redees: Cold Creek Kush | 10x0.4g
1651,Redees: Glueberry OG | 10x0.4g,Happy Daze (Lemonchello) | 10x0.35g
1652,Redees: Terps Citrus Fuel,Redees: Glueberry OG | 10x0.4g
1653,Redees: Terps Citrus Fuel | 10x0.4g,Moonflower T-24
1654,Redees: Wappa,Grapes on Skates Disposable [Distillate] | 1g
1655,Redees: Warlock,Redees: Cold Creek Kush | 10x0.4g
1656,Refresh™ CBG and CBD Infused Pre-Roll,CBN:THC Strawberry Melon 4:1
1657,Reign Drops 15:15,Black Cherry Hash Rosin Cola
1658,Reign Drops 30:0,Reign Drops 30:0
1659,Rejuve CBD Face Cream,Mint Chocolate Chip (Mystery Cookies x Green Ribbon)
1660,Research Institute Infused Blunt (Dank Sinatra),Chunk Dawg (Panama Chunk x I-95) Pre-Roll
1661,Reservado (Biscotti x Scotty 2 Hotty),Black Garlic (GMO x Sour Dubb)
1662,Reserve Indica (Slurricane x Godfather OG),Pineapple God (Black Cherry Punch x God Bud)
1663,Reserve Sativa (Sour Diesel x SAGE),OS.ONE Powdered Donut (Orange Cookies x Jet Fuel Gelato)
1664,Rest CBN Softgels (CBD:CBN 2:1),Tiger Blood Distillate Infused Pre-Roll
1665,Rest CBN Softgels (CBD:CBN 2:1) | 30pcs,THC 30:0 Oil
1666,Rest Drops,Edi's CBD Blood Orange | 30pcs
1667,Retro Bubba Fruit 510 Thread Cartridge,Mango Vortex 510 Thread Cartridge
1668,Retro Bubba Fruit Kief-Coated Infused Pre-Roll,Big Red Pre-Roll
1669,Retro Bubba Fruit [Distillate] | 1g,Tiger Blood [Distillate] | 3x0.5g
1670,Retro Hash,Black Hash | 3.5g
1671,Retro Island Rain High CBD Oil,High CBD Oil
1672,Retro Rocket Fuel [Distillate] | 1.2g,Tropicanna Banana [Distillate] | 1.2g
1673,Retro: Rainbow Burst [Distillate] | 1g,Tangie Sunset (Jack Herer x Orange Crush) | 10x0.35g
1674,Retro: Rocket Fuel [Distillate] | 1.2g,Retro: Rainbow Burst [Distillate] | 1g
1675,Reverse Chocolate Chip Cookie,Nuggets
1676,Rntz Muffin #4 (Zkittlez x Gelato 33 x Orange Punch),Wes Coast Kush (OG Kush x ??)
1677,Rocket Berry Kush 510 Thread Cartridge,Rocket Berry Kush 510 Thread Cartridge
1678,Rocketman Pre-Roll,Night Rider (Skywalker) | 2x1g
1679,Rogue Wave,Drops
1680,Rogue Wave (Ghost Train Haze) [THCa Diamonds] | 1x0.5g,THC Softgels | 5pcs
1681,Roilty - Shatter Pack: Catacomb Kush & The Mountain Kush,Avana - Select Live Rosin 510 Thread Cartridge - 1g
1682,Rolling Papers,Rolling Papers
1683,Roman Circus (Jokerz x Apples & Bananas),Triple Burger Live Resin 510 Thread Cartridge
1684,Rooster Call (Texada Timewarp),Cherry Bomb (Mamas Chili Bomb x Headspace)
1685,Root B Vanilla 510 Thread Cartridge,8-Ball Kush [Shatter/Kief] | 1x1g
1686,Root B Vanilla [Distillate] | 1g,Indica (Purple Punch) [Distillate] | 1g
1687,Root Beer,Root Beer
1688,Root Beer Float (XXX OG x Vanilla Kush),Nana's Jam [Distillate] | 1g
1689,Root Beer Float (XXX OG x Vanilla Kush) | 3x0.5g,BC Purple Kush
1690,Root Beer | 355ml,THC Softgels | 5pcs
1691,Roses Lush Apple Pear Infused Rose Petal Pre-Roll,Tiger Berry (Do-Si-Dos x Mandarin Sunset) Infused Pre-Roll
1692,Rosin Roll (Scotti Biscotti) Infused Pre-Roll,Big Red Pre-Roll
1693,Rotating Live Resin Tropical Flavoured Gummies,Hash Rosin Wafer Stix - Milk Chocolate
1694,Rotating Strain,Donair Kush (Platinum OG Kush x Kush Mints)
1695,Rotational 1 Jar,Insider's Cut (Scotti Biscotti)
1696,Rotational 1 Jar (Pave),Rotational 1 Jar (Pave)
1697,Rotterdam Indica (Maple Kush),THC Sativa (Landrace Sativa)
1698,Rotterdam Indica | 14x0.5g,Jack Herer Pre-Roll
1699,Royal Dive #2: Dark Plasma,Gnarberry Dartz Pre-Roll
1700,Royal Dive #2: Dark Plasma (GSC x OBI Wan OG Kush),Rotational 1 Jar (Pave)
1701,Royal Harvest Select (Gelato x Biscotti),Sunny Daze Sativa (Mandarin Cookies) Pre-Roll
1702,Ruby Grapefruit Rapid Seltzer,RAW Cones
1703,S'Mores,Balance Solid Milk Chocolate
1704,S'mores Cookie | 1pc,Bic Lost Lake Lighters
1705,SATIVA 20 PLUS,The Mill (Legendary Larry)
1706,SECRET FORMULA,Cherry Boat (11 Week Pink Kush S1) | 2x1g
1707,SOUR GREEN APPLE KUSH,Cherry Kush Infused Blunt
1708,SOURZ by Spinach - Blue Raspberry Watermelon Indica,Root Beer
1709,SOURZ by Spinach - Peach Orange 1:1,SOURZ by Spinach - Peach Orange 1:1
1710,SOURZ by Spinach - Strawberry Mango Sativa Soft Chews,Juicy Jet Pack Infused Pre-Roll
1711,SOURZ: Blue Raspberry Watermelon | 5pcs,Pomegranate Dragon Fruit THC & CBN Gummy | 2pcs
1712,SOURZ: Pink Lemonade | 5pcs,Sunny Daze Sativa (Mandarin Cookies) | 2x1g
1713,SOURZ: Strawberry Mango | 5pcs,Classic Unbleached
1714,SOURZ: Tropical Triple Berry 2:1 | 5pcs,FEELZ: Full Tilt - Blue Raspberry Lemonade THC + THCV | 5pcs
1715,SPACE CAKE (GSC x Snow Lotus),Animal Rntz (Animal Cookies x RNTZ)
1716,SPARK THC Moonrocks,SPARK THC Moonrocks
1717,SPARK THC Moonshot,Drops
1718,Sage N' Sour (Sour Diesel x S.A.G.E) Pre-Rolls,Sage N' Sour (Sour Diesel x S.A.G.E) Pre-Rolls
1719,Sage N' Sour (Sour Diesel x SAGE),Amnesia Haze (Unknown Cross x Neville's Haze)
1720,Sage N' Sour Pre-Rolls,Wes Coast Kush Pre-Roll
1721,Sage n' Sour Hash,Afghan Black Hash
1722,Salad Dressing | 2pcs,THC Sativa (Landrace Sativa)
1723,Salted Caramel Chocolate Square,qa productv445
1724,Santa Cruz Shredder - 2-Piece Grinder,5 Loco Distillate Infused Pre-Roll
1725,Santa Cruz Shredder - 3-Piece Grinder,Citroli (Citral Skunk x Original Glue)
1726,Sativa (Kali Mist) Dispenser [Honey Oil] | 1g,Shatter Slice
1727,Sativa (Lemon Tree) [Distillate] | 1g,Sunny Daze Sativa (Lemon Freeze Pop) | 1x0.5g
1728,Sativa (OG Haze) | 10x0.5g,Pedro's Sweet Sativa | 10x0.35g
1729,Sativa 510 Thread Cartridge,Mega Breath (Chem 91)
1730,Sativa Maui Wowie 510 Thread Cartridge,Super Sativa (Banjo)
1731,Sativa Pre-Roll,Sunny Daze Sativa (Mandarin Cookies) Pre-Roll
1732,Sativa Pre-Roll (Jack the Ripper x Pursang Haze),Sativa Pre-Roll (Jack the Ripper x Pursang Haze)
1733,Sativa | 2x1g,Pink RZY [Distillate] | 1g
1734,Sativa | 3x0.5g,Grape Diamonds Blunts [THC Diamonds] | 2x0.5g
1735,Savage Oh J Infused Pre-Roll,Tiger Berry (Do-Si-Dos x Mandarin Sunset) Infused Pre-Roll
1736,Scarlett's Sin (Rainbow Pie),Mac n Cookies (MAC x Alien Cookies) | 1x1g
1737,School of Spliffs Pre-Roll,Zsweet (Durban Poison x Rainmaker x Original Glue) | 12x0.3g
1738,School of Spliffs | 14x0.5g,Durban Diesel (Durban Poison x Sour Diesel) | 5x0.5g
1739,Seasonal Mixed Greens (Blueberry Muffin & Golden Pineapple) | 10x0.5g,5 Loco [Distillate/Kief] | 5x0.5g
1740,Secret Formula (Do-Si-Do x White Fire #43),Cherry Bomb (Mamas Chili Bomb x Headspace)
1741,Selects,5 Loco Distillate Infused Pre-Roll
1742,Selects Cleopatra (Triple Burger x Julius Caesar),Pineapple God (God Bud x BCP)
1743,Selects: Jelly Breath (Mendo Breath x Do-Si-Dos),Night Rider Indica (GMO x Animal Cookies) Pre-Roll
1744,Senorita,Black Cherry Rapid Seltzer
1745,Serial Jealousy,Nana's Jam 510 Thread Cartridge
1746,Serial Jealousy (Cereal Milk x Jealousy),Kodo Pro
1747,Sgt. Pineapple,Lemon Linx Infused Joint
1748,Sgt. Pineapple (Pineapple God),Sgt. Pineapple (Pineapple God)
1749,Shatter,Astro Pink Diamonds
1750,Shatter (Gelato),Shatter: Pink Princess & Roil Lemon Haze | 2x0.5g
1751,Shatter 2 pack: The Mountain Kush & Purple Dream | 2x0.5g,Shatter: Pink Princess & Roil Lemon Haze | 2x0.5g
1752,Shatter Multipack,Queen Bee Kush Shatter
1753,Shatter Slice,Shatter: Pink Princess & Roil Lemon Haze | 2x0.5g
1754,Shatter: Pink Princess & Roil Lemon Haze (2-pack),Juicy Jet Pack Infused Pre-Roll
1755,Shatter: Pink Princess & Roil Lemon Haze | 2x0.5g,Shatter: Pink Princess & Roil Lemon Haze | 2x0.5g
1756,Sherbhead (Sunset Sherb x Head Band) Pre-Roll,Chunk Dawg (Panama Chunk x I-95) Pre-Roll
1757,Sherbhead Pre-Roll,G Sherb Infused Joint
1758,Showerhead Ash Catcher,Sgt. Pineapple (Pineapple God)
1759,Signature Live Rosin Grease Bucket 73µ-159µ,Galactic Rntz FSE
1760,Single Source Black Afghan Hash (Kush Cookies) | 2g,Juicy Jay Hemp Wraps Tropical Passion
1761,Single-Use Sativa (Lemon Tree) Disposable Pen,Winterberry Spice Sugar Wax
1762,Single-Use Sativa (Lemon Tree) Disposable [Distillate] | 0.5g,Chance (Pink Kush)
1763,Single-Use Sativa Disposable Pen,Red Hawaiian 510 Thread Cartridge
1764,Single-Use Sauce (Gelato x Birthday Cake),Triple Berry Supreme (BCP)
1765,Single-Use Sauce Cart.,Afghan Black Hash
1766,Sippers 510 Battery,Nana's Jam 510 Thread Cartridge
1767,Slappn' Berry 510 Thread Cartridge,Jungle Fruit 510 Thread Cartridge
1768,Slappn' Berry [Distillate] | 1g,Unicorn Poop [Distillate] | 1g
1769,Slapz Fresh Frozen Hash Rosin,Purple Dream Sugar Wax
1770,Slapz [Fresh Frozen Hash Rosin] | 1g,Jungl' Cake (White Fire #43 x Wedding Cake)
1771,Slerple,Sgt. Pineapple (Pineapple God)
1772,Slerple (Slapz & Terple),Slerple Old School Hash
1773,Slerple (Slapz x Terple),Terple LSO (Tropicanna Cookies x Slurricane)
1774,Slerple (Slapz x Terple) | 10x0.3g,Flight Pass (Sapphire Cookies) | 1x0.5g
1775,Slerple Old School Hash,Afghan Black Hash
1776,Slerple Old School Hash (Slapz x Terple),Blueberry Blaster Rip-Strip Hash
1777,Slerple Old School Hash (Slapz x Terple) | 2g,Single Source Black Afghan Hash (Kush Cookies) | 2g
1778,Slime Bag,BernieHana Butter
1779,Slime Bag (D. Burger),Animal Sorbet x Kush Mints BLNT Pre-Roll
1780,Slime Bag (Korean BBQ),Animal Sorbet x Kush Mints BLNT Pre-Roll
1781,Slime Drip 510 Battery,Social Series: Summer Punch [Distillate] | 1g
1782,Slow Lane (Rotating Genetic),Bush League Sour Kush Milled Flower (Sour Kush)
1783,Slow Lane Indica,Funky Monkey Pre-Roll
1784,Slurricane Mint (Slurricane x Margy's Mints),Cherry Bomb (Mamas Chili Bomb x Headspace)
1785,Slurricane Pure Live Resin 510 Thread Cartridge,Super Lemon Haze 510 Thread Cartridge
1786,Slurricane Shatter,Puffco - The Peak Pro
1787,Smoke Buddy - Regular,Galactic Rntz (Gorilla Glue x Gobbstopper) Pre-Roll
1788,Smoke Buddy Junior,Duct Tape (GG #4 x Do Si Dos)
1789,Smoker Farms Select (Master Kush Ultra),Organic Death Bubba (Death Star x Bubba Kush)
1790,Smoking - Deluxe Rolling Papers,Triple Berry Supreme (BCP)
1791,Smoking Master,OCB Premium Black Rolling Papers
1792,Smoking Thinnest Brown,Baker's Dozen (Triple Burger) | 13x0.45g
1793,Social Sampler Pack,Banana OG (Banana Kush x OG Kush) Pre-Roll
1794,Social Sampler Pack (Grapey Grape | Mint'd | Tiger Blood | Watermelon Splash),Peach Rizz Vape Pod
1795,Social Series Cranberry Beach 510 Thread Cartridge,8-Ball Kush [Shatter/Kief] | 1x1g
1796,Social Series Summer Punch 510 Thread Cartridge,8-Ball Kush [Shatter/Kief] | 1x1g
1797,Social Series: Cranberry Beach [Distillate] | 1g,Social Series: Strawberry Chill [Distillate] | 1g
1798,Social Series: Strawberry Chill 510 Thread Cartridge,Wes Coast Kush Pre-Roll
1799,Social Series: Strawberry Chill [Distillate] | 1g,Sativa (Lemon Tree) [Distillate] | 1g
1800,Social Series: Summer Punch [Distillate] | 1g,Unicorn Poop [Distillate] | 1g
1801,Sour Apple THC,Pink Lemonade Gummies
1802,Sour Apple THC | 5pcs,Melon Mania [Distillate/Kief] | 5x0.5g
1803,Sour Blue Razzberry,Wild Berry Blaze Gummies
1804,Sour Blue Razzberry | 4pcs,Guava Lime Go-Time 1:1 THC:THCv | 4pcs
1805,Sour Blueberry 510 Thread Cartridge,Mint'd [Distillate] | 1x1g
1806,Sour Blueberry [Distillate] | 1g,Unicorn Poop [Distillate] | 1g
1807,Sour Cherry & Peach Live Resin Gummies,CBN:THC Strawberry Melon 4:1 | 5pcs
1808,Sour Cherry 1:1,Pink Lemonade Gummies
1809,Sour Cherry 1:1 | 5pcs,Tropicanna Banana [Distillate] | 1.2g
1810,Sour Cherry Gummies,Puffco - The Peak Pro
1811,Sour Cherry Hashers - Strain Specific Full Spectrum,Apricot Kush Full Spectrum Hash Soft Chews
1812,Sour Cherry Punch Gummies,Sour Cherry 1:1
1813,Sour Cherry Punch | 2pcs,Grapple Juice 1:1 THC:CBG | 4pcs
1814,Sour Cherry Soft Chews,test1
1815,Sour Diesel THCa Live Diamonds,Ness - 510 Vape Battery
1816,Sour Fruit Burst 510 Thread Cartridge,Missionary Mango NSFW Liquid Diamond 510 Thread Cartridge
1817,Sour Grape Star & Apple MAC 2-in-1 Dual Chamber Disposable,BernieHana Butter & TQ Sunrise AIO Vape Pen
1818,Sour Grape Star & Apple MAC 2-in-1 Dual Chamber Disposable [Distillate] | 2x0.6g,Shatter: Pink Princess & Roil Lemon Haze | 2x0.5g
1819,Sour Grapefruit Haze (Super Silver Haze x Grapefruit),Canadian Lumber Rolling Papers
1820,Sour Marg (Sour Tangie x Dagwood) | 5x0.5g,Zsweet (Durban Poison x Rainmaker x Original Glue) | 12x0.3g
1821,Sour Marg Milled (Sour Tangie x Dagwood),Reserve Indica (Slurricane x Godfather OG)
1822,Sour Marg Pre-Roll,Citrus Notes Milled (Mandarin Cookies x Sundae Driver)
1823,Sour Megamelon Gummies,Wild Berry Blaze Gummies
1824,Sour Megamelon | 2pcs,CBN:THC Strawberry Melon 4:1 | 5pcs
1825,Sour OG (OG Kush x Sour Diesel),Jungl' Cake (White Fire #43 x Wedding Cake)
1826,Sour OG Cheese,Rolling Papers
1827,Sour OG Cheese (J's Gold x Citral Skunk),Rolling Papers
1828,Sour OG Cheese (Jew's Gold x Citral SKunk x Colin OG) Pre-Roll,Sour OG Cheese (Jew's Gold x Citral SKunk x Colin OG) Pre-Roll
1829,Sour OG Cheese (Kosher Kush x Citral Skunk),Couch Potato (French Macaron)
1830,Sour OG Cheese - Pre-Roll,Death Bubba Diamond Infused Pre-Roll
1831,Sour Peach 1:1,Big Red Pre-Roll
1832,Sour Peach 1:1 | 5pcs,CBN:THC Strawberry Melon 4:1 | 5pcs
1833,Sour Pear and White Grape Rapid | 5pcs,Blackberry Lemonade 1:1:1 CBN/CBD/THC | 5pcs
1834,Sour Razzleberry Rapid | 5pcs,Nana's Jam [Distillate] | 1g
1835,Sour Sangria (Yuzu Mac x Pandora),Banana OG (Banana Kush x OG Kush) Pre-Roll
1836,Sour Strawberry High THC 510 Thread Cartridge,Cheeky Cherry NSFW Liquid Diamond 510 Thread Cartridge
1837,Sour Strawberry [Distillate] | 1g,Hybrid (Rainbow Sherbert) [Distillate] | 1g
1838,Sour Tangie Sativa (Sour Diesel x Tangie) 510 Thread Cartridge,Animal Sorbet x Kush Mints BLNT Pre-Roll
1839,Sour Tangie Sativa 510 Thread Cartridge,Animal Sorbet x Kush Mints BLNT Pre-Roll
1840,Sour Zktlz (Zkittlez x Sour Diesel) | 1x0.5g,Sunny Daze Sativa (Mandarin Cookies) | 2x1g
1841,Sour Zktlz Indica Pre-Roll,Starwalker Kush (Mazar x Blueberry x OG Kush)
1842,Sourdough,SECRET FORMULA
1843,Sourdough (Cake x Diesel),Blue Rocket [Distillate] | 3x0.5g
1844,Sourdough Infused Shortcuts [Live Resin] | 3x0.5g,Panda Puff (Peanut Butter Breath x Gelato) | 10x0.35g
1845,Space Cake (GSC x Snow Lotus),Wes Coast Kush (OG Kush x ??)
1846,Space Funk,Wes Coast Kush (OG Kush x ??)
1847,Space Funk (Space x First Class Funk),Mint Chocolate Chip (Mystery Cookies x Green Ribbon)
1848,Space Funk Pre-Roll,The LAW (LeeAnn Womac) [Live Rosin/Bubble Hash/Kief] | 1x1g
1849,Space Pods T-10,Red Hawaiian 510 Thread Cartridge
1850,Space Pods T-10 | 30pcs,Drops | 16.25ml
1851,Spiced Apple Cider,Tropical Cream Float 10mg THC + 10mg CBG + Guarana | 355ml
1852,Spinach - 510 Battery - Green,qa productv445
1853,"Spliff Caddy (Mac & Cheese, Island Pink, Purple Aya & King Tut) | 28x0.5g","Triple Threat (First Class Funk, Z-Splitter & Khalifa Mints) | 3x0.5g"
1854,Star Cab Cherry Chem (OG Kush) | 4x1g,8-Ball Kush [Shatter/Kief] | 1x1g
1855,Star Cab Cherry Chem Pre-Roll,Cherry Boat (11 Week Pink Kush S1) | 2x1g
1856,Starfighter (Alien Tahoe OG x Lemon Alien Dawg) | 7x0.5g,Sunny Daze Sativa (Lemon Freeze Pop) | 1x0.5g
1857,Starwalker Kush,Starwalker Kush (Mazar x Blueberry x OG Kush)
1858,Starwalker Kush (Blueberry x Mazar) | 7x0.5g,Starwalker Kush (Mazar x Blueberry x OG Kush)
1859,Starwalker Kush (Mazar x Blueberry x OG Kush),Starwalker Kush (Mazar x Blueberry x OG Kush)
1860,Starwalker Kush Pre-Roll,Zsweet (Durban Poison x Rainmaker x Original Glue) | 12x0.3g
1861,Sticky Rice Cks Hybrid,Lemon Pepper Live Resin 510 Thread Cartridge
1862,Stocking Puffers (Triangle Mints x Sunset Sherbet) Pre-Roll,Funk Master Dartz Pre-Roll
1863,Strawberry Amnesia (Strawberry Cough x Amnesia),D. Burger (GMO x Han Solo Burger)
1864,Strawberry Chill Prefilled 510 Thread Cartridge,Super Sativa (Banjo)
1865,Strawberry Cough [Distillate] | 1g,Ultra Sour (MK Ultra x East Coast Sour Diesel)
1866,Strawberry Diamond Jam (Strawguava Jam x Platinum Kush Breath) [Live Rosin] | 1g,Baker's Dozen (Triple Burger) | 13x0.45g
1867,Strawberry Diesel 99 Kawehnoke: Ken niionhontesa Kaienkwa:,Crab Cakes
1868,Strawberry Diesel 99 KenâniionhontÃ©sa KaienkwÃ¡:ra Water Hash,Gummy Hash
1869,Strawberry Diesel 99 x Ken'niionhontésa Kaienkwá:ra [Water Hash] | 1g,Melonaide [Diamond] | 5x0.5g
1870,Strawberry Ghost Mint Infused Live Resin 510 Thread Cart,Afghan Black Live Resin 510 Thread Cartridge
1871,Strawberry Kiwi,Cuban Linx (TK Skunk x TRigerian) Pre-Roll
1872,Strawberry Kiwi 5:1 CBD+THC Gummies,Cloudberry Snoozers CBN:THC Softchews
1873,Strawberry Pineapple Tropical Fizz 3:1,Cold Creek Kush
1874,Strawberry Pineapple Tropical Fizz 3:1 | 355ml,Edi's CBN Blackberry Lavender | 30pcs
1875,Strawberry ShortKush Infused Pre-Roll,Cherry Boat (11 Week Pink Kush S1) | 2x1g
1876,Strawberry ShortKush [Distillate] | 1x1g,8-Ball Kush [Shatter/Kief] | 1x1g
1877,Strawberry Storm,Grapey Grape Distillate Infused Pre-Roll
1878,Strawberry Storm ((GMO x Slurricane) x Slurricane),Triple Berry Supreme (BCP)
1879,Strawberry Storm (GMO Slurricane x Slurricane),The Mill (Legendary Larry)
1880,Strawberry Wackari,Mango Peach
1881,Strawberry Watermelon Hash Rosin Gummies,Cuban Linx (TK Skunk x TRigerian) Pre-Roll
1882,Strawberry Watermelon Live Rosin Gummies,Pink Lemonade Gummies
1883,Strawberry n' Mintz (Strawberry Guava x Kush Mints),Rooster Call (Texada Timewarp)
1884,Strawnana Indica 1:0 510 Thread Cartridge,Purple Jane HTFSE  510 Thread Cartridge
1885,Stundenglass,Outliers
1886,Sublimed Flower (Do-Si-Dos),Citrus Abduction (Electric Grapefruit)
1887,Sugar Cookies,Peach Ringz Distillate Infused Pre-Roll
1888,Sugar Cookies (Cake Crasher x Jet Fuel Gelato),Rolling Papers
1889,Sugar Melon High THC 510 Thread Cartridge,Afghan Black Hash
1890,Sugar Melon [Distillate] | 1g,Retro Bubba Fruit [Distillate] | 1g
1891,Summer Punch,Blue Raspberry
1892,Summerland Bong,Outliers
1893,Sundae Strudel,GMO Cookies (GSC x Deep Sour Kush)
1894,Sundae Strudel (Cherry Strudel x Sundae Driver),Sunny Daze Sativa (Mandarin Cookies) | 2x1g
1895,Sungrown Traditional Hash | 2g,Slerple Old School Hash (Slapz x Terple) | 2g
1896,Sunny Blaze Blunt,Drops
1897,Sunny Blaze Blunt (Double Krush),Wes Coast Kush (OG Kush x Unknown) Pre-Roll
1898,Sunny Blaze Blunt (Fruity Pebbles),Big Red Pre-Roll
1899,Sunny Day Citrus CBD Gummies,Purple Jane HTFSE  510 Thread Cartridge
1900,Sunny Daze (Early Lemon Berry) Pre-Roll,Gnarberry Dartz Pre-Roll
1901,Sunny Daze (Mandarin Cookies) Pre-Roll,Redees Cold Creek Kush (MK Ultra x Chemdawg 91) Pre-Roll
1902,Sunny Daze Infused Pre-Roll,Wes Coast Kush (OG Kush x Unknown) Pre-Roll
1903,Sunny Daze Sativa (Lemon Freeze Pop) | 1x0.5g,Sunny Daze Sativa (Mandarin Cookies) | 2x1g
